@relation DATASET
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute CLASS {car,noncar}

@data
0.788,-1.418,-0.302,-0.629,-0.576,0.912,0.815,-0.446,0.419,-0.058,-0.341,-0.075,-0.001,-0.537,0.393,-0.283,-0.611,-0.104,-0.016,-0.344,-0.338,-0.034,-0.56,-0.194,-0.29,-0.452,0.473,-0.023,-0.28,0.932,-0.824,-0.179,-0.638,-0.91,-0.892,0.028,noncar
0.009,-0.932,0.184,0.425,-0.576,0.005,0.907,-1.313,-0.595,-0.085,-0.558,0.127,0.089,-0.537,0.521,-0.514,-0.611,0.889,0.104,-0.069,-0.593,0.022,-0.599,-0.017,0.124,0.409,1.274,-0.426,0.533,-0.673,0.827,-0.179,-1.449,-0.167,-1.564,0.005,noncar
0.037,2.711,1.319,-0.126,1.77,-0.387,0.601,1.854,0.673,-0.016,0.746,-0.244,0.416,1.449,-1.272,0.758,1.318,0.008,-0.616,1.171,1.35,0.961,1.427,0.908,-0.368,1.453,-0.73,0.544,1.957,0.026,0.003,1.724,0.498,-0.616,1.394,-0.491,car
-0.29,-0.568,0.184,0.03,-0.323,0.025,0.464,-1.313,-1.229,-0.153,0.311,-0.035,-0.655,-0.386,0.393,0.0,-0.225,0.0,-0.788,0.827,-0.561,-0.004,-0.503,0.574,-0.861,0.071,0.74,-0.005,0.127,-0.118,0.204,0.493,-0.962,0.011,-0.623,0.055,noncar
0.001,-0.568,0.509,-0.616,0.185,-0.183,-0.0,0.599,0.292,0.019,-0.123,0.0,-0.276,0.005,-0.248,-0.062,-0.225,-0.246,0.463,0.345,-0.02,0.002,-0.073,0.814,0.306,0.47,-1.13,-0.829,1.957,0.004,0.007,-0.851,0.984,0.451,0.722,0.0,car
0.776,-1.297,-0.626,0.571,-0.766,0.077,-0.027,-0.416,0.419,0.036,-0.341,-0.002,0.029,-0.747,0.649,-0.003,-0.611,-0.0,-0.006,-0.482,-0.657,-0.11,-0.741,0.006,0.007,-0.851,-0.195,-0.029,-0.483,-0.066,-0.007,-0.067,-0.151,-0.582,-0.085,0.164,noncar
0.004,-0.69,-0.302,0.073,0.121,-0.86,-0.845,-0.984,-0.849,0.12,0.529,-0.645,-0.532,-0.446,0.393,0.425,-0.611,0.156,0.0,0.138,-0.466,0.0,-0.509,0.003,0.725,-0.329,0.072,-0.572,-0.077,-0.075,-0.135,-1.187,-0.638,0.002,0.049,0.002,noncar
-0.014,0.282,0.347,-0.002,1.326,-0.456,-0.18,1.376,0.926,0.001,0.311,-0.946,-0.003,0.937,-1.016,-0.062,0.933,0.407,-0.009,-0.069,0.999,-0.127,0.895,0.003,0.103,0.777,0.072,0.0,-0.077,0.024,-0.114,-0.739,-0.314,0.043,-0.219,-0.003,car
0.284,-0.69,-1.274,0.004,-1.591,-0.389,-0.586,-1.104,0.039,-0.148,-0.558,-0.803,-0.212,-1.018,1.161,0.009,-0.996,0.303,-0.0,-1.584,-1.198,-0.0,-0.99,-0.265,-0.108,-0.943,1.407,-0.122,1.957,-0.163,-0.913,0.381,-1.449,0.729,-1.564,-0.046,car
-0.024,0.525,-1.112,0.17,-1.02,-0.086,0.036,-1.163,-0.849,-0.084,-0.341,0.34,-0.026,-1.168,1.289,-0.137,-0.996,-0.523,0.817,-0.689,-0.912,0.875,-1.069,0.601,-0.106,-1.589,-0.462,-0.852,-0.687,0.208,0.156,-0.067,0.335,-0.0,-0.219,-0.028,noncar
0.552,-0.568,0.022,-0.223,-0.069,-0.014,-0.0,2.302,5.11,-0.819,7.483,-0.16,0.031,-0.416,0.393,-0.0,-0.225,-0.262,0.017,0.827,0.362,-0.23,-0.526,0.731,-0.462,0.071,2.342,-0.006,0.533,0.029,0.593,0.493,-0.962,-0.004,-0.488,-0.0,noncar
-0.467,-0.811,-0.464,0.563,-0.386,0.0,0.001,-0.297,0.419,0.59,-0.775,-0.011,-0.001,-0.416,0.136,-0.27,-0.611,-0.039,-0.987,-0.689,-0.147,0.009,-0.441,-0.156,0.502,-0.544,0.473,0.191,-0.077,-0.279,0.017,-0.067,0.011,-0.537,-0.354,0.123,noncar
0.139,-0.082,-1.436,0.756,-1.21,-0.427,-0.035,-0.895,-0.595,-0.003,-0.123,0.4,-0.636,-1.108,1.161,0.0,-0.996,-0.31,0.281,-0.827,-0.975,0.07,-1.018,0.718,0.64,-1.65,-0.73,0.035,-0.687,0.843,-0.044,1.612,0.66,0.049,0.722,0.34,noncar
-0.888,1.861,1.643,0.224,1.262,0.561,0.084,0.002,-1.356,0.301,-0.558,-0.0,0.0,2.171,-1.784,-0.049,2.09,-0.52,0.528,1.171,2.433,0.729,2.434,0.12,0.892,2.221,1.541,0.686,0.737,0.103,0.128,-0.179,-0.8,0.026,-1.698,-0.532,noncar
0.028,-0.447,-1.112,-0.584,-0.449,-0.027,0.001,-0.148,0.292,0.348,-0.341,-0.867,0.436,-0.537,0.265,-0.0,-0.611,0.009,-0.039,-1.171,-0.657,0.354,-0.537,0.0,-0.748,-1.097,-0.863,-0.007,-1.297,-0.053,-0.043,-1.411,0.984,0.308,1.125,-0.037,noncar
0.851,0.525,1.157,-0.522,0.248,0.001,0.0,1.137,0.926,0.017,-0.775,-0.292,0.255,0.697,-1.016,0.108,0.547,-0.411,0.711,0.896,0.745,-0.06,0.736,0.032,-0.088,1.422,0.339,0.004,-0.483,0.792,-0.0,-0.739,0.822,-0.196,-0.085,0.254,noncar
-0.611,-1.418,-1.274,0.002,-1.02,-0.002,-0.201,-1.283,-0.975,0.763,-0.341,0.53,-0.434,-1.108,1.417,0.135,-0.996,-0.195,0.502,-1.447,-1.294,0.772,-1.063,-0.004,-0.053,-1.005,-0.062,0.811,2.16,-0.841,-0.005,-0.627,-0.962,0.483,-1.16,0.749,car
-0.715,-0.325,-0.788,0.006,1.009,0.659,0.002,0.689,0.292,0.671,0.094,-0.008,0.007,0.245,-0.376,-0.0,0.161,0.772,0.034,-0.896,0.171,-0.377,0.142,0.107,0.014,-0.298,-0.863,-0.058,0.533,-0.582,-0.034,2.508,0.984,0.163,1.259,0.12,car
-0.002,0.525,-0.788,-0.001,-0.323,-0.112,-0.927,0.062,-0.088,-0.004,-0.558,-0.061,-0.772,0.095,-0.504,-0.219,0.161,-0.316,0.01,-0.62,0.267,-0.501,0.097,0.033,-0.054,-1.036,-0.062,-0.0,-0.483,-0.403,-0.0,0.493,1.633,-0.001,0.722,0.358,noncar
0.157,1.496,1.319,0.287,1.009,-0.087,0.628,0.719,-0.215,-0.002,0.311,0.014,-0.04,1.389,-1.272,-0.002,1.318,-0.003,0.05,1.447,1.127,-0.01,1.364,-0.674,-0.516,1.33,0.072,-0.678,0.33,0.078,0.965,0.941,-0.151,-0.028,0.184,-0.426,car
-0.609,-0.082,-0.302,0.983,-0.259,-0.007,0.597,-0.088,-0.342,0.329,-0.341,0.135,-0.608,-0.537,0.393,-0.324,-0.611,-0.034,-0.016,-0.482,-0.211,0.0,-0.554,-0.063,0.002,-0.022,-0.596,-0.0,1.753,-0.182,0.279,-1.187,0.66,0.099,0.184,-0.044,car
-0.0,0.039,-1.274,-0.06,-0.64,-0.495,-0.015,0.719,1.307,0.213,-0.558,-0.351,0.017,-0.326,0.008,0.075,-0.611,0.384,0.001,-1.033,-0.147,-0.668,-0.311,0.098,0.002,-1.466,-0.329,0.937,-1.297,-0.926,0.003,0.157,1.796,-0.343,1.125,0.246,noncar
0.002,-0.568,-1.436,-0.002,-0.893,-0.061,0.223,-0.596,-0.215,-0.089,-0.123,-0.27,0.001,-1.078,1.161,0.318,-0.996,-0.564,-0.241,-0.964,-1.135,0.035,-0.99,0.499,-0.278,-1.711,-1.397,0.345,-0.077,0.924,-0.135,0.605,1.958,-0.09,1.797,-0.016,noncar
-0.126,-1.054,0.022,0.0,-0.766,0.741,0.0,-1.163,-0.468,0.005,-0.123,0.503,-0.1,-0.537,0.521,-0.275,-0.611,0.062,-0.806,-0.138,-0.561,0.383,-0.599,0.765,-0.617,0.378,0.873,0.471,-0.89,-0.318,0.931,-0.851,-1.287,-0.0,-1.295,-0.022,noncar
0.892,-0.932,0.022,0.464,-0.576,0.747,0.114,-0.506,0.166,-0.006,-0.558,0.001,0.621,-0.597,0.393,-0.003,-0.611,0.027,-0.715,-0.207,-0.593,0.06,-0.594,0.022,-0.003,0.04,-0.195,-0.089,-0.077,0.0,0.379,-1.299,0.011,0.196,0.049,-0.0,noncar
0.032,1.496,0.509,0.048,1.58,-0.613,-0.001,0.988,-0.088,0.02,0.311,-0.102,0.994,1.148,-1.144,-0.001,1.318,-0.391,-0.438,0.345,1.222,0.153,1.104,0.85,0.141,0.777,-0.329,0.005,-0.28,0.461,0.001,1.724,0.173,0.8,0.99,0.061,car
0.121,1.618,1.157,-0.146,1.326,-0.232,-0.863,0.51,-0.595,0.235,0.529,-0.061,0.0,1.358,-1.272,-0.003,1.318,0.472,-0.234,0.965,0.904,-0.258,1.336,-0.003,-0.119,0.439,-0.863,0.164,-0.077,-0.125,0.093,-0.851,0.011,0.861,0.318,0.057,car
0.0,1.861,0.995,0.055,1.136,0.0,-0.138,0.838,-0.342,0.123,0.311,-0.092,-0.008,0.697,-0.888,-0.103,0.547,0.512,0.0,0.896,0.681,0.004,0.64,0.35,-0.027,0.624,-1.13,-0.002,1.55,-0.033,-0.445,-1.075,1.147,-0.181,0.856,-0.243,car
-0.378,1.861,0.509,0.191,1.58,-0.002,-0.0,1.376,0.039,0.102,0.311,0.875,-0.179,1.088,-1.144,0.007,0.933,0.614,0.276,0.689,1.063,-0.719,1.042,0.045,0.941,-0.206,-0.997,0.045,0.533,0.382,0.231,2.172,0.984,0.286,1.394,-0.007,car
0.997,-0.447,0.833,0.017,0.502,-0.0,-0.295,0.569,-0.088,0.0,0.311,-0.18,0.001,0.366,-0.632,0.681,0.161,0.642,-0.101,0.689,0.713,0.813,0.295,0.103,-0.088,1.392,-0.462,0.447,-0.077,-0.041,0.056,0.717,0.335,-0.001,0.453,-0.892,car
-0.42,-0.082,0.022,-0.019,0.058,-0.004,0.266,-0.805,-0.722,0.005,0.311,0.004,0.356,-0.356,0.265,0.0,-0.225,-0.207,-0.066,0.482,-0.275,0.593,-0.43,-0.022,0.249,0.409,0.339,-0.289,-1.093,0.136,-0.004,0.941,-0.8,0.524,0.184,0.015,noncar
-0.042,-1.418,-0.626,0.117,-0.766,-0.334,0.001,-0.416,0.292,-0.774,-0.341,-0.368,-0.048,-0.627,0.521,-0.017,-0.611,-0.488,-0.03,-0.689,-0.53,-0.013,-0.633,0.5,0.0,-0.698,-0.062,0.007,-0.28,0.077,0.0,0.493,-0.314,0.0,-0.085,0.171,noncar
0.166,0.282,1.157,-0.815,1.389,0.037,-0.739,1.585,0.673,-0.012,0.094,-0.979,-0.87,0.877,-1.016,-0.119,0.933,-0.0,-0.975,1.033,0.904,0.007,0.844,0.861,0.016,1.576,-0.73,-0.123,1.143,0.692,0.808,0.829,0.498,-0.005,0.722,-0.092,car
0.523,-0.447,-0.464,-0.0,-1.21,-0.051,0.309,-1.283,-0.849,-0.062,-0.341,0.234,-0.25,-0.507,0.521,0.457,-0.611,-0.001,0.001,-0.413,-0.498,-0.0,-0.588,0.165,0.003,-0.052,1.14,-0.036,-1.297,-0.786,0.001,0.269,-1.449,0.009,-1.564,-0.39,noncar
0.586,-0.082,-0.788,0.014,-1.274,0.053,-0.192,-1.552,-1.609,-0.382,-0.341,0.04,0.795,-1.138,1.417,-0.008,-0.996,-0.029,-0.111,-0.207,-0.912,-0.011,-1.08,-0.0,0.012,-0.575,0.74,0.302,0.33,0.132,-0.067,-0.739,-0.8,-0.64,-1.564,0.483,noncar
-0.362,-0.325,-0.626,-0.233,-1.02,-0.403,-0.0,-1.134,-0.722,0.007,0.094,-0.985,0.183,-1.289,1.545,-0.055,-0.996,0.029,0.28,-0.275,-0.944,0.011,-1.148,0.668,0.09,-0.605,-0.062,0.115,-0.687,0.089,0.616,-0.291,0.335,-0.482,-0.219,0.0,noncar
0.007,0.16,0.022,0.117,1.453,-0.85,0.352,1.167,0.292,-0.002,0.311,-0.903,0.631,0.546,-0.632,0.424,0.547,-0.148,0.047,0.138,0.426,-0.0,0.453,-0.062,0.244,-0.513,-1.13,0.898,0.127,0.01,-0.004,2.172,1.471,0.14,2.066,-0.761,car
-0.002,-0.568,-1.274,-0.987,-1.971,0.965,-0.801,-1.731,-0.975,0.403,-0.775,0.398,-0.273,-1.469,1.929,0.147,-1.382,-0.009,-0.145,-1.447,-1.613,0.393,-1.284,-0.416,-0.788,-0.851,1.274,-0.0,0.127,-0.111,0.39,-0.963,-1.287,-0.392,-1.698,-0.0,noncar
-0.017,1.011,0.995,-0.017,0.628,-0.037,0.0,0.749,-0.215,-0.044,-0.558,0.436,0.309,1.539,-1.4,0.002,1.704,0.77,-0.166,0.965,1.859,0.017,1.647,-0.023,0.0,1.054,1.007,-0.809,0.127,-0.545,0.214,-0.627,-0.151,0.187,-1.295,0.009,noncar
0.013,1.375,1.481,-0.014,1.136,0.192,-0.07,1.525,0.926,-0.166,0.311,-0.967,-0.256,1.569,-1.4,0.471,1.704,0.949,-0.064,1.516,1.382,-0.361,1.574,-0.001,-0.263,0.839,0.072,0.324,-1.297,0.0,-0.957,0.045,-0.314,0.064,0.453,-0.003,car
-0.54,2.346,1.967,-0.714,1.706,0.075,-0.754,0.749,-0.722,-0.9,-0.558,-0.001,-0.19,2.742,-1.912,-0.668,2.861,-0.597,-0.388,1.86,3.165,0.283,3.068,-0.078,-0.0,2.651,1.675,0.0,0.94,0.001,-0.03,0.941,-1.125,-0.0,-1.698,-0.183,noncar
0.316,-0.811,-0.302,-0.001,-1.084,-0.443,0.961,-1.253,-0.722,0.281,-0.123,-0.139,0.835,-0.597,0.649,-0.86,-0.611,0.023,0.022,-0.344,-0.625,0.009,-0.667,-0.472,-0.95,-0.114,1.675,0.768,-0.077,0.239,0.002,-1.075,-1.449,0.381,-1.833,-0.63,noncar
-0.135,0.525,0.995,-0.105,0.882,-0.008,0.221,1.018,0.546,-0.074,0.311,0.053,0.166,0.576,-0.76,-0.29,0.547,0.823,-0.259,0.62,0.585,-0.015,0.527,-0.002,0.191,1.73,-0.596,-0.333,0.737,0.148,-0.019,-1.299,0.335,-0.055,0.453,-0.101,car
-0.699,0.039,-1.112,-0.843,0.375,-0.773,0.001,0.301,-0.215,-0.013,-0.341,-0.633,-0.437,0.035,-0.248,-0.041,0.161,0.0,-0.14,-1.171,-0.02,0.019,-0.028,0.003,-0.105,-0.943,-0.863,-0.055,-0.89,0.518,0.427,1.724,0.984,-0.133,1.125,0.082,car
-0.278,-1.418,-0.14,-0.133,-1.21,0.06,0.402,-1.373,-0.975,0.915,-0.341,0.038,-0.001,-0.537,0.521,0.086,-0.611,0.0,-0.068,-0.069,-0.721,-0.442,-0.628,-0.021,0.249,0.316,1.14,-0.005,-0.687,-0.513,-0.016,-0.963,-1.611,0.008,-1.833,0.017,noncar
0.105,1.496,0.671,-0.472,0.882,-0.811,0.005,0.958,-0.088,-0.536,0.311,-0.329,0.935,0.366,-0.632,-0.015,0.161,0.252,-0.615,0.689,0.267,0.609,0.306,-0.151,0.126,0.163,-1.397,-0.015,2.566,0.071,-0.072,0.269,2.12,0.566,1.797,-0.006,car
0.038,-0.568,-0.14,0.202,-0.006,0.775,-0.066,-0.984,-0.975,0.094,-0.558,0.004,0.467,-0.597,0.521,-0.058,-0.611,-0.215,0.0,-0.275,-0.593,-0.317,-0.611,0.0,-0.593,-0.206,-0.596,-0.05,0.737,-0.012,-0.001,0.157,-0.151,0.042,-0.354,-0.882,car
-0.303,-0.082,-0.302,-0.181,0.375,0.315,0.0,0.032,0.546,0.419,0.094,0.013,-0.0,-0.567,0.521,-0.003,-0.611,-0.018,0.26,-0.069,-0.784,0.009,-0.599,-0.157,-0.305,-0.974,-0.997,0.996,-0.89,0.021,-0.04,0.493,1.147,0.231,1.394,0.012,noncar
0.304,-0.568,-1.112,0.498,-0.132,-0.558,-0.092,0.002,-0.342,-0.001,-0.341,-0.0,-0.935,-0.236,0.008,0.05,-0.225,0.0,0.33,-1.171,-0.084,0.765,-0.288,0.011,-0.0,-1.158,-0.596,-0.482,-0.28,0.129,0.033,0.269,0.498,-0.398,0.184,0.02,car
-0.1,0.525,-0.14,-0.0,-0.259,0.231,-0.009,-0.267,0.166,0.192,-0.123,0.597,0.154,-0.807,0.777,0.847,-0.996,-0.038,-0.112,0.0,-0.912,0.0,-0.792,0.091,-0.78,-0.114,-1.264,0.001,2.566,-0.353,0.523,-1.187,1.958,-0.329,1.528,-0.023,noncar
0.206,1.253,1.157,0.522,0.882,0.044,-0.056,0.569,-0.342,-0.046,0.094,0.044,-0.008,0.576,-0.76,0.0,0.547,0.012,-0.232,0.896,0.553,-0.353,0.51,0.735,-0.712,0.931,-0.73,0.047,0.94,-0.008,0.081,-0.515,0.66,0.185,0.587,0.585,car
0.149,0.646,1.967,-0.704,1.706,-0.549,-0.644,1.525,0.546,0.004,0.529,0.479,0.029,1.569,-1.4,0.0,1.704,-0.129,0.913,1.929,1.445,0.823,1.613,-0.058,0.001,1.883,-0.329,0.041,0.737,-0.679,-0.288,1.388,-0.151,0.049,0.587,-0.726,car
0.134,-0.932,-0.464,-0.402,-1.084,0.0,0.001,-1.313,-0.975,-0.007,-0.341,-0.052,0.686,-0.567,0.521,0.545,-0.611,-0.0,0.141,-0.551,-0.561,0.411,-0.639,0.01,0.037,-0.083,1.675,0.058,-0.89,0.412,-0.105,-0.515,-1.449,-0.555,-1.833,-0.099,noncar
0.993,1.618,1.967,-0.157,1.262,0.108,0.016,0.45,-0.849,0.016,-0.341,0.002,-0.44,1.96,-1.656,0.432,2.09,-0.19,0.469,1.585,1.732,-0.001,2.162,0.877,-0.002,1.668,0.606,-0.0,0.127,-0.365,-0.539,-0.179,-0.314,0.177,-1.16,-0.654,noncar
-0.02,1.861,1.481,-0.002,1.326,0.0,-0.619,1.077,0.166,0.666,0.529,-0.167,0.261,1.599,-1.4,-0.771,1.704,-0.532,0.06,1.86,1.286,-0.138,1.585,0.644,0.001,1.177,-0.195,-0.584,-0.077,0.007,-0.073,0.157,-0.314,0.027,0.587,0.001,car
0.023,-0.568,-0.14,-0.188,-0.386,0.202,-0.718,-1.313,-0.975,0.0,0.311,-0.0,-0.058,-0.386,0.393,0.682,-0.225,0.648,0.434,0.207,-0.816,0.21,-0.498,0.0,0.194,0.04,0.473,0.149,1.143,0.122,-0.128,-0.067,-0.8,0.723,-0.354,-0.289,noncar
-0.272,0.646,0.995,0.095,0.375,0.612,-0.052,0.569,0.039,0.405,-0.775,0.216,0.596,1.028,-1.144,-0.052,0.933,-0.005,0.002,0.689,1.063,-0.052,1.048,-0.722,-0.266,1.361,0.606,-0.097,0.33,0.603,0.383,1.5,0.335,0.06,-0.757,0.011,noncar
0.043,0.403,0.022,0.485,0.565,-0.185,-0.328,-0.237,0.166,-0.028,0.311,0.756,-0.405,-0.537,0.521,-0.004,-0.611,0.188,-0.0,0.0,-0.721,0.047,-0.599,0.846,-0.973,-0.114,-0.997,0.803,2.363,-0.003,-0.054,0.829,1.309,0.682,1.259,0.0,noncar
-0.075,-0.811,-0.626,0.745,-0.576,-0.278,0.396,-0.327,0.292,0.079,-0.341,0.0,-0.074,-0.537,0.393,-0.001,-0.611,0.849,0.739,-0.689,-0.434,0.262,-0.56,0.006,0.0,-0.698,0.072,-0.029,-0.687,0.509,0.114,-0.515,0.173,0.027,-0.219,-0.525,noncar
0.532,-0.568,-0.788,-0.102,-0.64,-0.063,0.007,-0.416,0.166,-0.002,-0.341,-0.008,-0.088,-0.687,0.521,-0.889,-0.611,-0.387,0.209,-0.896,-0.434,-0.002,-0.673,-0.183,-0.001,-0.913,-0.062,-0.66,-0.483,-0.002,0.16,-0.291,0.498,-0.032,0.049,-0.082,noncar
-0.427,-0.932,-0.788,-0.569,-0.449,-0.14,0.31,-0.685,0.039,0.287,-0.558,0.631,0.093,-0.867,0.905,0.063,-0.996,0.739,-0.0,-0.896,-0.975,0.821,-0.848,0.674,-0.092,-0.39,-0.062,0.186,-0.687,0.355,0.678,0.941,-0.962,-0.148,-0.757,-0.031,car
0.643,-1.297,-1.274,-0.015,-1.781,0.053,-0.041,-1.134,-0.088,-0.712,-0.993,-0.02,0.513,-1.018,1.161,0.236,-0.996,0.011,0.005,-1.447,-1.167,-0.385,-0.956,0.2,-0.21,-1.036,1.675,0.029,-0.687,0.148,-0.361,-0.739,-1.449,0.419,-1.698,-0.0,car
0.001,1.011,1.481,-0.011,1.199,-0.035,0.025,0.629,-0.468,0.022,0.311,-0.627,0.73,1.599,-1.4,0.0,1.704,-0.337,-0.865,1.585,1.127,-0.122,1.63,-0.722,-0.333,0.869,-0.195,0.033,1.347,-0.883,0.423,-0.739,0.011,0.004,0.318,0.003,car
0.211,0.646,1.643,-0.001,1.199,-0.001,-0.583,1.496,0.799,0.002,0.311,-0.392,0.521,1.659,-1.4,0.178,1.704,0.49,0.582,2.067,1.254,-0.01,1.681,0.465,0.675,1.177,0.205,0.32,0.94,0.008,-0.016,0.829,-0.314,-0.0,0.049,0.003,car
0.02,0.889,1.481,0.057,1.516,0.423,-0.72,0.569,-0.595,0.193,-0.341,-0.556,-0.027,2.02,-1.656,0.023,2.09,0.072,-0.599,1.102,2.146,0.002,2.225,0.632,0.21,2.406,1.14,-0.0,-0.077,-0.011,-0.301,0.157,-0.638,-0.0,-1.429,-0.091,noncar
-0.119,2.832,1.157,-0.026,1.77,0.003,0.201,1.764,0.419,-0.0,0.746,0.0,0.025,1.298,-1.272,-0.018,1.318,0.555,0.001,1.033,1.254,-0.004,1.291,0.352,-0.003,1.392,-0.863,0.345,2.973,0.002,-0.056,1.388,0.822,-0.0,1.259,-0.001,car
0.34,-0.69,-0.14,-0.043,-0.323,0.681,0.527,-0.058,-0.342,0.019,-0.558,0.962,0.505,-0.537,0.393,-0.002,-0.611,-0.029,0.014,-0.207,-0.434,-0.029,-0.548,-0.001,-0.027,0.071,-1.13,0.005,0.533,-0.208,-0.413,-0.067,2.12,0.042,1.663,-0.839,car
0.047,0.16,-0.14,0.07,0.121,0.288,0.01,-0.327,0.039,0.483,0.311,0.627,0.0,-0.717,0.649,-0.009,-0.611,-0.0,-0.093,0.0,-0.816,0.131,-0.724,-0.002,-0.992,-0.267,-1.13,0.046,0.737,0.259,-0.021,-0.739,1.633,0.443,1.394,-0.0,noncar
-0.936,-0.568,-0.788,0.216,-0.83,-0.293,-0.998,-0.655,-0.468,0.01,-0.558,-0.002,-0.059,-1.108,1.161,0.0,-0.996,-0.051,0.0,-0.758,-1.071,-0.203,-1.018,-0.039,0.121,-0.728,-1.531,0.98,1.957,0.322,0.017,-0.739,2.282,0.009,1.797,-0.223,car
-0.186,0.403,0.184,0.0,1.199,0.0,0.09,1.227,0.546,0.446,-0.123,0.031,0.893,0.697,-0.76,0.434,0.547,0.01,0.0,0.207,0.617,-0.411,0.6,-0.585,0.003,-0.175,-0.863,0.072,-1.093,-0.125,-0.344,2.172,0.335,-0.937,0.587,0.533,car
-0.114,-0.69,-1.112,0.149,-1.527,-0.004,-0.0,-0.954,-0.215,0.025,-0.775,0.57,0.161,-0.627,0.649,-0.006,-0.611,0.013,-0.0,-1.171,-0.816,-0.039,-0.684,0.729,-0.003,-0.544,1.808,-0.019,1.143,-0.0,0.001,-1.411,-1.449,-0.004,-1.698,-0.635,car
0.457,-0.325,0.184,0.249,-0.259,-0.191,-0.146,-0.626,-0.088,-0.45,0.094,0.042,-0.15,-0.657,0.521,-0.003,-0.611,-0.006,0.908,0.276,-0.657,0.412,-0.662,0.433,0.051,0.747,-0.329,0.192,1.347,0.008,0.0,-0.179,0.011,0.775,0.587,-0.387,noncar
0.47,-1.54,0.347,0.047,-0.83,0.481,0.101,-0.685,0.292,0.202,-0.558,-0.005,-0.003,-0.537,0.393,0.002,-0.611,-0.009,-0.966,-0.069,-0.561,0.0,-0.565,-0.251,0.018,0.624,0.339,-0.88,-0.28,0.0,0.035,-1.411,-0.962,-0.349,-1.026,0.151,noncar
-0.14,0.525,0.833,0.899,0.502,0.166,0.229,0.689,0.166,-0.139,0.094,0.003,-0.425,0.245,-0.504,0.497,0.161,0.264,0.658,0.482,0.203,0.397,0.182,0.269,0.891,0.685,-0.997,-0.646,0.737,-0.415,0.333,-1.299,0.66,0.112,0.722,0.023,car
0.165,-0.082,-0.464,0.382,0.375,0.0,-0.332,0.569,0.039,-0.826,0.311,0.0,0.305,0.426,-0.632,-0.126,0.161,-0.079,-0.835,-0.482,0.617,-0.174,0.363,0.494,-0.311,-0.206,-0.329,0.121,-0.687,-0.36,-0.0,-0.067,0.011,0.0,0.184,0.618,car
-0.054,-0.325,0.022,-0.344,-0.386,0.0,-0.084,0.062,0.926,-0.923,-0.341,1.0,0.001,-0.567,0.393,-0.076,-0.611,0.067,0.081,-0.275,-0.593,-0.777,-0.565,0.434,-0.072,0.132,-0.462,0.048,1.143,-0.014,0.434,-1.299,0.984,0.0,0.722,-0.031,noncar
-0.011,1.861,0.671,0.053,1.706,-0.582,0.001,0.719,-0.342,0.14,0.311,0.248,0.062,1.148,-1.144,-0.014,1.318,0.418,-0.436,0.551,1.159,0.029,1.104,0.312,-0.0,1.177,-0.329,0.086,1.347,0.188,0.987,2.06,0.335,0.241,0.856,-0.0,car
0.144,-0.811,0.022,0.174,-0.006,-0.463,-0.608,-0.148,-0.215,-0.0,-0.123,0.457,0.157,-0.386,0.136,-0.91,-0.611,-0.144,0.129,-0.275,-0.243,0.918,-0.418,-0.1,0.064,-0.022,-0.329,-0.413,-0.89,-0.0,-0.149,-1.187,0.173,-0.019,0.049,0.456,car
-0.122,0.768,0.671,0.09,0.882,-0.286,0.543,1.107,0.166,0.044,0.094,0.468,0.0,0.516,-0.76,-0.546,0.547,-0.001,-0.02,0.551,0.426,-0.015,0.448,0.039,0.0,0.04,-1.397,0.398,-0.687,-0.459,0.213,-0.851,1.309,-0.0,1.259,-0.963,car
-0.787,1.739,1.157,-0.921,1.706,0.127,0.173,0.39,-0.849,-0.007,0.746,0.003,-0.056,1.419,-1.272,-0.135,1.318,0.183,0.459,1.585,1.286,0.335,1.398,-0.192,0.08,1.207,-0.062,-0.086,0.737,0.566,0.836,1.724,0.011,0.089,0.722,0.319,car
-0.102,0.889,0.184,-0.082,1.453,-0.218,0.144,0.779,-0.088,0.0,0.311,-0.754,-0.134,0.877,-0.888,0.971,0.933,-0.928,0.545,0.138,0.776,0.026,0.782,0.559,0.057,0.624,-0.863,-0.134,0.127,-0.0,0.89,2.844,0.498,0.263,1.259,0.012,car
-0.052,0.16,0.347,-0.221,-0.069,0.221,0.379,0.211,-0.342,0.862,-0.341,0.001,0.013,-0.025,-0.248,-0.805,-0.225,-0.147,-0.184,0.276,0.235,-0.842,-0.084,-0.359,0.014,0.316,-0.73,0.004,-0.483,0.076,0.345,-0.963,0.335,-0.601,0.318,-0.01,car
